,date,star_group,text,sentiment
407,2024-11-21,1,earned point fraudulently gone earned many point aps worth suddenly point history disappeared contacted customer support said see history accept lost point explained problem asked check system clarify point somehow taken simply want back earned apparently check system offered give bank account detail could check payment history interested fraud earned point taken fraudulently willing investigate cause start mention breakfast often somehow oily penetrate oil proof paper wrapped thanks allowing accepting one customer account fraudulently tampered nothing,Negative
408,2024-11-29,1,monopoly win con monopoly win con customer service doesnat reply whatas wrong company wanting money nit wanting deal issue,Negative
409,2024-11-29,1,donat waste money terrible experience meal terrible would rated could never app delivery service came disappointment chip basically empty much salt inedible drink half empty mcflurry supposed caramel sauce none cheese bite dip clicked wanted waste money spend whole meal trying contact restaurant customer service number one bother answer never warn family friend make mistake,Negative
410,2024-11-29,1,please use uber eats delivery basildon nd time basildon nd time one burger missing charge extra cheap arrives luke warm guy gone realise contact detail get uber eats phone get ripped please use mcdelivery scam aps cold half missing driver iggy avoid like plague basildon,Negative
411,2024-11-29,1,super bed trustpilot review terrible experience placed id f uber eats never arrived home kid entire time one rang doorbell contacted despite canceled refused refund itas unacceptable pay service receive refund incredibly frustrating expected better well known company wouldnat recommend service unless improve customer support delivery process,Negative
412,2024-10-10,1,f u c k mc donaldas new slogan get moneyas worth away get better breakfast mcmuffin local cafe cheaper aps mc donaldas round way eaten stuff overpriced even burger stuff donat fill joke round way proper decent burger van road macdyas opening cafe next door successful even though charge bit higher mc donaldas people would rather buy proper macdas iam guessing purchasing yet get full breakfast roll aps sell coffee better ever compete way going stop giving satisfaction walk away drop price sensible level child love currently ban price join struggle go strike use local burger van feed community instead feeding big american finance,Negative
413,2024-11-28,1,missing missing remainder cold take responsibility give phone number uber eats donat answer phone never,Negative
414,2024-11-28,1,wish could give star wish could give star big company like customer service disgrace pretend hear u half time cut u u eventually get offer compensation solve problem u email back forth dozen email eventually lose live blackwood manager gareth waste time offered help solution problem pleasure ardit customer service useful chocolate fire guard shame u lousy system place,Negative
415,2024-11-28,1,wolverhampton dudley street using app delivery delivered one item missing rest cold contacted customer service could refund aps burger aps meal making fry drink aps stated could complain customer service canat override refund value wonat ordering via app wonat visiting would never recommend anyone go somewhere else,Negative
416,2024-11-27,1,please avoid prescot mc donald sa please avoid prescot mc donald branch received minute placing meant fast like slow came cold sent back better giving absolutely zero star rating,Negative
417,2024-11-20,1,allways wrong writing review riverside retail park warrington wa gz mcdelivery mccrispy got late stone cold bite mccrispy mccrispy mcspicy second time happen suffer asthma asthma attack twice get breathe age first time happened went ask manager told suffer asthma care less unprofessional manner horrible tried talk walked upset look like staff care plus driver thermal bag say thermal bag walked said nothing,Negative
418,2024-11-27,1,went drive today aa went drive today double cheeseburger without cheese iam allergic cheese awful dry bread roll felt last week sauce anything disgusting,Negative
419,2024-11-24,1,app got code went toa app got code went restaurant peterlee could complete app working reorder restaurant pay extra aps fair app working customer suffer error oh write review trust pilot respond shocking,Negative
420,2024-11-26,1,rushall walsall every visit wait outside rushall walsall every time visit wait outside disabled space occupied delivery car people waiting ever happens fast america never wait also missing item wrap week advertised board outside hopefully go,Negative
421,2024-11-26,1,avoid avoid never delivery biggleswade never correct item delivered ever staff need training read pack accurately part arrive always squashed cold use uber eats incompetent slowest worst customer service iave ever experienced try get refund partnership made heaven useless take advice cook home,Negative
422,2024-11-26,1,went get chicken nugget happy meala went get chicken nugget happy meal today didnat even get chicken nugget chip absolutely fuming,Negative
423,2024-11-25,1,drink spilled missing family member app per usual mess missing meal,Negative
424,2024-11-22,1,cold swear might well beena cold swear might well fridge still frozen item missing mc going hill,Negative
425,2024-11-26,1,lytham best avoid lytham avoid help sadly next min away end going ive pretty much given drive even past midnight im person im still waiting min speaker pay window finally reaching last receive asked park bring place either wrong take min get meaning cold whilst waiting inside watch staff stand around talking seen come print ticket clear timer guessing getting mixed lottery getting v staff rude understand frustration questioning best date double cheese burger mccrispy received,Negative
426,2024-11-25,1,mc donaldas hell going mc donaldas hell going burger gone hill price hill customer relation downhill service downhill come best restaurant world everyone going mc donaldas brand burger smaller price even bigger youave changed bun meat size child donat get full end mc donaldas coming unless change,Negative
427,2024-11-24,1,item missing mcdelivery tough item missing mcdelivery tough uber eats anything way contact restaurant never,Negative
428,2024-11-24,1,slowly ely waited minute cheeseburger,Negative
429,2024-11-24,1,poor went grantham placed made way around first window made payment moved next window sorry donat pepsi max would like another drink ok sprite girl come back donat sprite maybe manager stock check wouldnat shortage,Negative
430,2024-11-24,1,mcdeliver exasperation exasperated whole experience numerous missing incorrect app clear delivery time delete cache data register whenever use drive local store never get signal g wifi g fully appreciate beyond control wifi issue complained customer service restaurant uber many survey seems result apathy today last straw placed large mcdelivery apprpx aps addition aps tip first missing item burger incorrect item complained uber photo evidence issue complete photo receipt bag email confirmation told refund could issued due policy guideline said please share guideline time would simply reply understand frustration nothing blah blah raised issue customer service instead addressing issue lucky appease free meal burger although seems even day assured sure seems punishing consumer complain set limit almost feel like consumer must making issue please investigate penalise honest consumer afterall contract obligation assume uber meant guideline genuine complaint evidence consumer right remain takeaway fall consumer right act contract outlet uber east deliveroo anyone else delivers contract seems recourse address anti consumer behaviour sure alone also suspect ignored due low value item collectively suspect amount million pound wish avenue complain consumer champion fight consumer right bad practice exercise two large organisation seems unfair always david v goliath case uber mainly sadly suspect recourse stop ordering honest great loss may actually good thing many level,Negative
431,2024-11-16,1,whenever buy sa whenever buy something always missing take forever cooked go whether use app drive delivery service person even whilst holidaying france year macdonalds took hour cooked item missing longer fast company quality appalling definitely returning,Negative
432,2024-11-23,1,clearly care customer clearly care customer deduced lack response posting social medium suppose big enough concerned yesterday mcdelivery arrived missing one item ubereats say help simply deliver sealed packet given restaurant unable contact restaurant obtain refund missing item lost cause cause care less approach customer,Negative
433,2024-11-24,1,granddaughter made forum granddaughter made welwyn garden city ticket number bbc received wrong told uber eats claim refund could anything granddaughter tried online success iave tried ringing number keeping getting cut spent aps get wanted itas disgusting get hold anyone iam really happy service making complaint,Negative
434,2024-11-23,1,rude unprofessional managementa rude unprofessional management team clay cross derby rd instead trying solve problem cancelled started shouting worst experience management staff area,Negative
435,2024-11-24,1,terrible service went crystal peak one breakfast floor really slippy sign anywhere almost bad walking ice day anyhow minute later arrived apology amount time took anything wife latte full tasted went back got different one took bite sausage egg mcmuffin barely luke warm went counter explained problem isabelle said okay threw bin looked went back sorting point said anything anyone issue guy asked waiting anything told straight away got another one point annoyed latte getting cool bothered get back mentioned floor slippy colleague seem hear noticed spent time chatting another colleague still talking left,Negative
436,2024-11-24,1,customer service awful customer service awful drop money floor handed said fault couldnat find money still hsd pay coming back,Negative
437,2024-11-23,1,chelmsley wood diabolical chelmsley wood diabolical big tasty meal via drive got home find big tasty half eaten ended throwing away donat live next door never go worse maccies country far,Negative
438,2024-11-23,1,poor service havenat year tonight great grand daughter thought may improved cold missing portion chip ended meal year donat think bother,Negative
439,2024-11-23,1,non existent customer service youa non existent customer service pay app delivery arrived completely wrong tried resolve absolutely useless virtual assistant sent circle disputed payment bank hope get refund way,Negative
440,2024-11-23,1,wow bad wow bad quite close didnat come realise canat cancel well cold tasted like cardboard would nicer yeah really wonat bothering crap system future iam sure guy burger king would put terrible service definitely choose future measured temperature meat degree said cold contacting refund guess wonat happen really wish looked trust pilot really say basically totally failing delivery market avoid policing delivery,Negative
441,2024-11-23,1,complete yet cant believe yet delivered currently made good big courier handled bag said bag small made terry chocolate orange ice cream drink last month really wanted try macrib burger found large present also quarter pounder cheese present another way impossible contact thought within question ask would make complaint people day cash give away big giant mcd unfair,Negative
442,2024-11-23,1,branch gainsborough drivea branch gainsborough drive keep away slowest every minute queuing getting ordering machine one getting sent park go pick desk said waiting apple pie parked anther min till got pissed,Negative
443,2024-11-23,1,already pay aps abread buna already pay aps abread bun least fill mcflurry sick paying large one half emptygalleries washington,Negative
444,2024-11-23,1,mc delivery shocking mc delivery shocking missing item pretty much everytime cold rank awful courier,Negative
445,2024-11-23,1,macripp getting worse macripp getting worse care trading standard really get involved beyond joke suggesting start lodging complains false advertising ever got burger look thing like picture store care let get going,Negative
446,2024-11-23,1,daylight robbery aps tiny cheese melt dipper hefty p per bite time review price ronald let see item reduced actual value p since fond price ending p,Negative
447,2024-11-22,1,delivery delivery absolute joke made large teenage son birthday tracked hour half whilst told variety reason delay assured would completed suddenly cancelled reason drove restaurant wasnat even busy contacted uber useless couldnat tell said refund would take day offered compensation using,Negative
448,2024-11-22,1,mcdelivery joke pay extra thisa mcdelivery joke pay extra service wait nearly hour cold unable contact anyone app worse useless unless want place sort,Negative
449,2024-11-22,1,northumberland street newcastle went northumberland street newcastle today worst visit year mcd across uk year ok great experience wait least min table scruffy bin overflowing meal cold tasteless also table service finally floor restaurant one floor open,Negative
450,2024-11-22,1,sharebox offered sauce felixstowe keep forgetting provide sauce offered share box eats whats point offer keep putting sauce thought may one time thing straight time already asked share box cheesy bite cheese melter whatever case may yet mcdonals felixstowe refuse place sauce offered sharebox,Negative
451,2024-11-22,1,app work app work terrible service hat macdonalds day use kid really insist snd even im hesitant sort r app stop charging inflated price item selecting delivery,Negative
452,2024-11-21,1,northwich manchester road northwich manchester roadordered twice mc app time missed full meal still charged ring branch always get jumped person want help hide behind go app raise complaint app nobody get back service absolute pant seem give crap contact detail website complain think acceptable take nearly aps someone non delivery,Negative
453,2024-11-22,1,incorrect pricing price advertised breakfast deal wasnat honoured matter principle cost rang customer service yemi say itas app offer even though didnat say drive advert thanks maccy da saving lifetime money starting new diet,Negative
454,2024-11-01,1,mc donalds alabama sh waiting car hour ridiculous fry cold hour wait customer service bad could shouting worker never going alabama,Negative
455,2024-11-22,1,really rubbish service southenda really rubbish service southend airport longer fast joint wait minute burger wow,Negative
456,2024-11-06,1,always arrives cold latte isa always arrives cold latte always spilt never answer phone,Negative
457,2024-11-21,1,via app meal two via app arrived designated time despite confirmation delivery time waited past time nothing arrived checked app find cancelled rang shop shrugged responsibility reluctantly gave customer service line protracted wait agent took extensive detail went away eventually came back confirm refund working day could confirm full refund including delivery fee service fee absolutely terrible never use could leave negative star would,Negative
458,2024-11-21,1,macdonalds chippenham deliciousa macdonalds chippenham delicious big mac today chip cold burger cold asked extra sauce salad whole box filled lettuce sauce burger bun fell apart absolutely rubbish know rubbish star good really,Negative
459,2024-11-20,1,westerhope worst service newcastle westerhope worst service newcastle takeaway waited half hour complained got even large nugget fry customer still waiting left staff seemed pay attention delivery driver rather customer inside kitchen filthy one staff member wore filthy dirty coat scooping open bag arm take car customer ignored trying ask back definitely going take custom kingston park future,Negative
460,2024-11-20,1,app mcdonaldasa app app delivery arrived missing item attempted missing item online apparently system accepting photo drove branch branch manager refused assist refers back app could please explain app supposed replace missing item itas working system accepting image requested f buckingham avenue bestobell road sl pn date hr shift manager mr awan online avoid driving ended driving incorrect told go back ask app missing item disappointed,Negative
461,2024-11-20,1,tonight dinner dinner using mcdelivery cheeky treat took hour arrive cold meal missing using,Negative
462,2024-11-20,1,point menu boarda point menu board menu put seasonal special five item infuriating,Negative
463,2024-11-19,1,delivery long cold wrong smasheda delivery long cold wrong smashed wow bad trying get answer shocking,Negative
464,2024-11-19,1,claydons lane claydons lane another thatas missing something ring itas delivery person fault well itas sealing bag stuck side infuriating itas delivery people itas worker wash hand cop delivery people often itas cold know live way shop seem get right busy family shift work long day sometimes time precious experience nice,Negative
465,2024-11-19,1,never online delivery missing item rd time forest gate branch east london absolutely useless app got meal delivered low behold item missing even sticker attached delivery bag happened time understandable time never get delivered guy always buy store check l lost aps thanks nothing forest gate branch,Negative
466,2024-11-01,1,mcspicy hand grenade mcspicy hand grenade tongue cookin,Negative
467,2024-11-16,1,cold amd limp went bassetts pile macdonalds hour long drive waited minute even though restaurant empty came freezing cold disgusted considering fast drive thru hot amd served within minute ordering using macdonalds rather greasy lils breakfast eat cold limp even dog ate,Negative
468,2024-11-17,1,receipt register ona receipt register official app long wait cold burger fry swapped luke warmno apology greeting avoid barnsley central,Negative
469,2024-11-17,1,fkn joke fkn jokeordered mcdelivery came minutesall cold item missingno helpnever going againd,Negative
470,2024-11-16,1,went dewsbury roada went dewsbury road wakefield inside chicken nugget meal come fry drink donat receive fry go back tell got flat cold also new toasted marshmallow latte everything lid wasnat properly spilt white top also whipped cream anything meant included inside pm less people waiting longer time normally would busy bunch young people came talking worker must friend causing delay collect rude,Negative
471,2024-11-16,1,birthdaya birthday treat son courier took minute leaving minute away home come completely cold ice cream melted complained uber within time frame apparently nothing could done obviously inside restaurant customer would upset sit minute getting cold received according uber fine left paying aps eat disappointing felt like theft hard earned money,Negative
472,2024-11-16,1,since introducing deliveroo alla since introducing deliveroo delivery never ever ready window like bothered drive restaurant priority always given drive thru delivery car park always full people waiting case,Negative
473,2024-11-16,1,iam never ordering iam never ordering game russian roulette every single time using app delivery service get wrong nearly every single time iave meal messed try contact let know keep passing buck delivery driver deliver whatas handed bag sealed godas sake chat bot absolute joke thereas way getting anyone itas like donat want contacted know theyall need strong call centre deal complaint iam absolutely fuming,Negative
474,2024-11-16,1,terrible experience delivered cold minute wait eat meal hottest thing breakfast pot syrup meant eaten pancake hot drink felt like pulled fridge better tried ask possible refund remake due cold staff leaving side without bringing table told uncertain term would possible year old grandson taken bite staff also rude implying fault one happily ignored sat right front fully prepared half hour appalling without doubt worst experience ever happened clenchwarten road west lynn kingas lynn pe lw never return,Negative
475,2024-11-16,1,went greenbridge mc donaldas swindona went greenbridge mc donaldas swindon orderd yet egg shell egg bacon looked like need time cook waste money get right,Negative
476,2024-11-15,1,made pay twice used app make approached first screen even spoke processed spoke lady said everything fine went next window asked pay used app payment already gone explained money already gone account care said way get kid pay wait refund paid quid quid meal chester rd birmingham aisha thanks worst customer service ever experienced,Negative
477,2024-11-12,1,disabled bought breakfast wrap disabled bought breakfast wrap grandson cold cooked item missing made physically illhowever macdonalds unavailable customer service contact worst ever,Negative
478,2024-11-08,1,parking parking beware restriction keep changing especially site linked tesco may find hour minute even minute sit eat meal leave yes issue ticket soon time met parking also managed lose email mc donalds manager received stated late pay,Negative
479,2024-11-08,1,none existant customer care breakfast delivery main meal missing deliveroo give back correct refund deal mistake still pay delivery charge missing delivered cold utterly disgraceful also bad experience week breakfast app went collect payment failed could take cash cash cancelled issue breakfast paid collected point cancelled point put back app yet bad customer care using anymore care customer,Negative
480,2024-11-14,1,plymstock drive thru useless plymstock worst drive thru worldwide time get served asked park time park delivered wrong female assistant sorted brilliant male payment booth busy talking mate took payment wrong dreadfully bad drive thru long time,Negative
481,2024-11-11,1,breakfast twice got refundeda breakfast twice got refunded one phoned penge shop got told problem total joke never anymore,Negative
482,2024-11-14,1,visited macdonald galleriesa visited macdonald gallery sunderland today got home decided go online leave comment thinking would get valid code treat end comment comment leave second none put email address accepting furious never boycott macdonald,Negative
483,2024-11-13,1,delivery dissapoints yet yet delivery missing item stone cold asked refund told one given reason,Negative
484,2024-11-13,1,wait leasta wait least half hour come came stone cold selected meal take presented tray asked bagged employee passed bag walked away expecting bag overpriced got car find hasnat made customisations like selected coke also came ice half full didnat specify ice would liked ice drink double big mac came patty wich absolutely appalling think itas disgusting child fresh school canat even pack simple itas good enough,Negative
485,2024-11-13,1,cold cheese bite likea cold cheese bite like rock know happen macdonals gone right going back used ro favourite thing last threw time rotten would recommend,Negative
486,2024-11-07,1,awful awful purchased drive wait minute simple chicken nugget fry meal got home fry missing couldnat go back otherwise nugget would cold poor service yet,Negative
487,2024-11-12,1,delivery delivery came half packed bag phoned local said fault although packed bag also get stone cold due driver getting lost feckin joke,Negative
488,2024-11-12,1,belive quiet ina belive quiet trostre park ordering digital screen hate passion fry lukewarm took back fresh one changed giving fresh one tray unfortunately even less warm coffee last time went coffee dreadful vowed never coffee leaving thought wonder nobody miserable place compared used take grandchild used buzzing never go ruined,Negative
489,2024-11-12,1,glasshoughton glasshougton one worst going breakfast morning via app delivery quick one main item missing trying make aware complaint difficult go help page help contacted uber blame avoid glasshoughton shocking service,Negative
490,2024-11-02,1,everytime cold cold cold onlya everytime cold cold cold thing slightly warm chicken selects stopped getting big mac always cold dont eat fry sloppy oh yeah ya right cold quit good like hot cheese melt cold cheese like fresh fridge shame,Negative
491,2024-11-11,1,golly gosh outragouse gave shit gosh dont know anyone would ever buy fastfood crap gave poop day straight outrageous informing church administrator sue macdicknalds blooming silly goose krabby patty didnt spongebob serve enopugh,Negative
492,2024-11-09,1,newcastle lyme newcastle lyme shocker chilli doubleburger small lost sight bag zero taste awful u never go dirty dingy miserable place could give zero star would shocker,Negative
493,2024-11-09,1,via wat via eat waited well hr kept changing delivery time happy right warm drink went bag cold dip bad experience,Negative
494,2024-11-09,1,use mcdelivery burger meal aps burger wasnat delivered whatas worse chip stone cold inedible phoned complain indian call centre said cold chip delivered within acceptable timeframe refunded aps burger came figure completely beyond burger cost aps itas iave therefore paid aps large coke zero also doesnat include service delivery charge vat explained call centre today said couldnat refund anything nothing else could iam absolutely disgusted,Negative
495,2024-11-10,1,awful awful half missing item cold wonat refund service fee refund rest take week never eat treat husband left wonat use,Negative
496,2024-11-04,1,poor rubbish poor rubbish,Negative
497,2024-11-09,1,usual mcdonaldasa usual saintfield road getting wrong time three burger much itas wrong say beginning think english isnat first language,Negative
498,2024-11-09,1,emerson tonight anda emerson tonight arrived freezing cold half chip gone said couldnat refund delivered time scale mile away must sitting around traveled well absolutely disgusting service didnat care cold missing chip emerson worst avoid,Negative
499,2024-11-09,1,mc fraud never send want entertain resend cost money paid aps delivery got joke made resend cost come budget might start learn win win get rip nothing rebrand mc fraud spend another penny would rather eat dried flipflop,Negative
500,2024-11-09,1,hour late ita hour late finally arrived half drink poured bag mad waited hour,Negative
501,2024-11-09,1,overcharging mea overcharging month despite receipt proof customer service either ignore send brush email disgusting think much money make,Negative
502,2024-11-08,1,half measure always get morning coffee dearne valley mcd drive used slow service norm coffee work point heat microwave today opened find barely half full first time short changed never level picture taken drank pointless returning greggs,Negative
503,2024-11-08,1,unchecked idiot delivery good turned serviette dip half pack large fry wrong burger mean happen st time either surely someone check leaf maybe bloody pay good money worst service company around imagine ronald farm waiting hay arrive feed herd cow load potato turn mean ridiculous pathetic management eastbourne branch brought justice really annoyed customer,Negative
504,2024-11-07,1,second week row forgot mya second week row forgot quarter pounder driver didnat give dam rang called staff didnat give dam absolute joke left wing absolute nut,Negative
505,2024-11-07,1,incomplete rubbish refund policy really poor service ordering via app using uber delivery meal missing offered refund item part received cold please buy cheese bite really bad,Negative
506,2024-11-07,1,like waiting long time go toa like waiting long time go haverhill drive thru joke,Negative
507,2024-11-07,1,absolutely disgusting service absolutely disgusting cheeseburger happy meal got hamburger instead also double big mac bacon meal looked like thrown bag everywhere didnat get bacon big mac cribbs causeway,Negative
508,2024-11-07,1,online trough app mca online trough app mc donalds walthamstow waited one hour delivery kept giving driver license location going store every time get would change another driver kept till canceled dont know get refund website online service support doesnat work cant call number provided website,Negative
509,2024-11-06,1,absolutely apauling service londona absolutely apauling service london waterloo station completely ignored interrupted someone ask could quite expect make money mystery donat seem towant people,Negative
510,2024-11-05,1,useless app useless app online give counter code work app deleted,Negative
511,2024-11-05,1,mcds via uber eats mcds via uber eats arrived didnat include uber telling mcds refund missing item mcds telling uber refund hell sure going refund annoying seems every something missed forgotten roll ai better,Negative
512,2024-11-04,1,manager amoy poor example staff hi finishing work went swiss cottage payed online came asked female worker help ignored something else waiting new costume come serf asked wasnat bother asked manager asked put card refund didnat even make eye contact ask returning asked even asking wrong try help said annoying didnat give damn asked give head office number refused put foot annoying asked something bother manager name amoy poor service encouraging staff behave manner truly appalled behaviour staff,Negative
513,2024-11-04,1,point point thought cheeky mac offten hey told wait get cold burge look like floor filled box chip coffee hard work people whats problem hock honk get anyone come back window give,Negative
514,2024-11-03,1,micshatd could give would last time forgotten dip even forgotten fricking meal brung chip even put note please forget dip forgot thicker milkshake fear could,Negative
515,2024-11-03,1,shocking experience mcdelivery received found burger missing contacted ubereats tried contact directed ubereats customer service shocking paid aps told would refunded aps mccrispy burger alone aps meal refused accept wonat ordering mcdelivery take business elsewhere,Negative
516,2024-11-03,1,getting absolutely sick servicea getting absolutely sick service delivery always something missing like review stated go uber eats get little money back uber eats prepared missed item also might suggest staff member sealing bag take second check everything correct,Negative
517,2024-11-03,1,daughter chip nugget daughter chip nugget came frozen called rude wonat riding app shit money,Negative
518,2024-11-03,1,awful cookinga awful cooking device kept beeping sensitive ear xx,Negative
519,2024-11-03,1,poor service mcdonaldasa poor service delivery racecourse pontefract breakfast bap missing coffee potato rosti cold phone request replacement sent told store fault uber deliverya strange uber donat pack surly store fault store abrupt helpfula said reorder pay delivery poor customer service fbao,Negative
520,2024-11-03,1,absolutely disgusting delivery important never go every sunday morning coffee porridge breakfast went morning two people whole place waiting served minute later got served upon looking board see number due delivery screen number finally came breakfast waiting counter dozen packed delivery four large brown package sitting behind counter came minute previously said assistant breakfast said weare busy moment delivery said thatas mine counter itas minute went different last week one usually use worse due fact delivery thing changed people running around like headless chicken canat imagine would like oaclock morning never ever ever ever go back need get priority right ensure delivery delivered quicker serve quicker absolute joke itas profit money,Negative
521,2024-11-02,1,item missing time every time item missing literally always even go cheltenham thing option complaining call blame uber give number call problem question uber deliver theyare one preparing disappointing finally decided eat anymorea,Negative
522,2024-11-02,1,absolutely shocking absolutely shocking attempt got right table dirty floor slipy marsh barton nr exeter worse,Negative
523,2024-11-02,1,make sure u check ur beforea make sure u check ur leaving drive charged u wrong like missing double bacon egg cheesy flat bread missed cheese egg breakfast roll,Negative
524,2024-11-02,1,rubbish macdonalds wrong time sentence everyday use bredbury start never ever get correct item missing literally done company took money far long staff read busy meeting mate work chatting,Negative
525,2024-11-02,1,meal missing missing mya meal missing missing happy meal sprite water,Negative
526,2024-11-01,1,worst ever hamilton retail park clydesdale st hamilton ml df donat go often always use use one hamilton retail park clydesdale st hamilton ml dfand get occasionally getting wrong every damn time travel way back time iam leaving g review half missing staff utterly incapable completion simple task pack mother f king hard either every time wrong company penalty fine waisting publicas damn time correction plus fuel get area need sort sh,Negative
527,2024-10-30,1,refund je miss item allowed refund replace yet je also refuse refund happened twice week shocking,Negative
528,2024-11-01,1,disgusting disgusting plus use ingredient rise risk heart disease,Negative
529,2024-11-01,1,mcrib called mcdirty mcrib called mcdirty absolutely disgusting,Negative
530,2024-08-15,1,terrible always make parka terrible always make park supposed fast,Negative
531,2024-10-31,1,tepid coffee long journey decided take short break landmere lane edwalton nottingham toilet ok asked latte got drove finished drink approximately min bought tepid enjoy definitely worth aps staff member even ask wanted sugar called number dumped counter walked definitely think lot staff member need trained manner,Negative
532,2024-10-31,1,absolutely disgusting customer service absolutely disgusting customer service half meal driver didnat care one bit absolute joke pathetic,Negative
533,2024-10-31,1,even worth star even worth star mcdelivery bramely rotherham fry burger warm even lukewarm toffee apple pie warmer fry burger even warm worth single penny,Negative
534,2024-10-21,1,refund still received placed large app delivery short pound app kept telling would shortly hour later phoned told cancelled due technical glitch would need email app get full refund ten day later countless email phone call still received refund lady customer service spoke interested said would get involved hadnat received refund day point needed money back account asked could least tell refund issued said would wait said issue raise uber many time told app need call iam going round circle raising dispute bank day confidence either uber shocking service considering large business customer service one worst experienced,Negative
535,2024-10-28,1,dreadful zero customer service mobility issue regular customer many many year fiascoa even though treat recently uploaded app said made would receive bonus pointsa given first stated husband regularly u app nothing trouble ita unfortunately first experience left tear wanted chicken sandwich plus big mac eacha bad weekend cheering upa spent min trying place appa leaning wall agony determined get husband gave nothing app simply terriblea start fine constantly kick repeat page asking want bag making payment keep taking back page never getting page display number ince eventually got number upset frustrated standing pain really ordeal eventually got mcchicken sandwich halved poor husband gotten nothing crisp sloppy coating ddddwe put bin went burger king purchased full meal drown sorrowsa really get frustrated upseta little pleasure life even seem depend get reward using app intended customersa wrote customer service said simple sorrya qr code medium meal husband said might well use ita drove collect cide scanned came already used ridiculous wrote back giving picture error code message screena arjit wrote back said tough must used beyond angrya dreadful,Negative
536,2024-10-31,1,shocking service waited minute someone come machine went drive waiting waited minute breakfast got wrong gave u something cousin allergic lack respect apology anytning shocking st sepulchre gate doncaster dn rx address,Negative
537,2024-10-30,1,last time takinga last time taking piss every time using reward donat get item orderd n partner quarter double cheese burger burger came mine dint carnt even get right start using kfc one least get orderd,Negative
538,2024-10-30,1,stevenston ata stevenston pm tonight itas pm itas still arrived restaurant absolute joke alway issue using,Negative
539,2024-10-30,1,app full shit deliverya app full shit delivery people fraudulent lie take make called donat want leave nice motorbike get bike get work fool deleted app didnat get aps back,Negative
540,2024-10-30,1,hygiene issue taplow buy frommcdonalds taplow berkshire serve half eaten actual bite mark burger absolutely disgusting husband driving almost bit c r absolute disgrace complained threw burger bin wanted receipt tried cover avoid place cost totally disgusting environmental heath need visit place clearly hygiene issue putting people health risk,Negative
541,2024-10-29,1,thought going bea thought going mcrib recieved mcrib name put bluntly disgusting nothing like original opinion back reinvented something inedible,Negative
542,2024-10-30,1,never get correct nevera never get correct never kid disappointed thanks,Negative
543,2024-10-30,1,delivery far worsta delivery far worst decision made would ideal could actually pack correctly always arrives cold chip always half full never remember put sauce always forget least one item,Negative
544,2024-10-30,1,terrible machine effect service brand get worse hunger struck finding need breakfast placed putting table number waited minute found never received anything queried staff went system looking minute later asked transaction found actually charged could see even though machine prompted make payment finger print phone another instance machine working properly another branch leeds road toward bradford near round paper running toilet left disgusting state long machine payment issue problem phone thing like make burger king better alternative,Negative
545,2024-10-13,1,delivery fraud placed delivery never arrived delivery driver lied attending address saying left bin none deleted comment app advised cancelled offered provide cctv evidence never arrived address time stated refused refund stating made reasonable attempt contact u assume turning address reasonable attempt contacting u lying delivery radio silent anytime attempt contact absolute joke company,Negative
546,2024-10-29,1,tonight hade worst burger ever madea tonight hade worst burger ever made cold hard eated fry long made edgware road never eat absolutely rubbish,Negative
547,2024-10-21,1,give star give star app collection arrived app said cancelled reorder breakfast find day later charged twice took customer service asked receipt provided receipt emailed ordering app asked screen shot duplicate transaction banking app provided asked proof email address banking app wtf sent receipt email address first instance time uninstalled app untrustworthy believe trusted card detail could provide screen shot email address flakey app delaying tactic aps install app trust card detail robber cost money time owe ashamed seriously ashamed,Negative
548,2024-10-29,1,kingston park kingston park newcastle waiting minute asked much longer staff rude joke,Negative
549,2024-10-14,1,nice environment nice environment feel cheap sad,Negative
550,2024-10-28,1,delivery took min shit arrive delivery took minute arrive sure drive excellent customer service unfortunately completely unacceptable substandard time arrived freezing cold site boast good customer service etc etc unfortunately first time substandard way never use establishment unless ti feed dog even probably would put dog game want refund please work hard donat want waste money crap,Negative
551,2024-10-28,1,worst iave ever worst iave ever ate app mcflurries mcrib meal milkshake mango pineapple smoothie mccrispy deluxe onion sauce bacon first took way time said would come freezing cold milkshake mango smoothie melted mcflurries mccrispy deluxe didnat put mayo came didnat put onion put onion sauce didnat ask anything would like money back sincere apology way macon way crewe,Negative
552,2024-10-24,1,disappointed lack support placed app uber eats one item missing reaching customer service told day later iad need contact uber eats directly assistance disappointingly offer help despite simple issue meanwhile uber eats hasnat responded either leaving problem unresolved paid something receive,Negative
553,2024-10-27,1,denton tameside denton tameside greater manchester uber eats half meal child missing know good thought treat turn rang spoke manager said ubers fault sealed clearly lack incompetence eating elsewhere treat future went cold everything thanks denton tameside,Negative
554,2024-10-26,1,went drive sa went drive wisbech first time year galaxy caramel mcflurry shocked price aps approximately galaxy chocolate bit little caramel sauce,Negative
555,2024-10-26,1,getting worse wise getting worse wise service always great tried mcrib barely edible purchase recommend,Negative
556,2024-10-26,1,really annoyed spent aps fooda really annoyed spent aps delivered find big mac cheese burger mcrib bland arrived sauce salad chicken nugget supposed got top everything stone cold,Negative
557,2024-10-26,1,worth waiting time thru eat kept u waiting hour regularly changing time cold half missing extremely greasy would expect high turn multiple company worthing,Negative
